id,quantity,country,cost
3191,24,Denmark,117500
3192,25,Denmark,150000
3193,26,Denmark,154000
3194,27,Denmark,164000
3195,28,Denmark,164000
3196,29,Denmark,164000
3197,30,Denmark,164000
3198,31,Denmark,200500
3199,32,Denmark,200500
3200,33,Denmark,200500
3201,34,Denmark,200500
3202,35,Denmark,200500
3203,36,Denmark,200500
3204,37,Denmark,235000
3205,38,Denmark,235000
3206,39,Denmark,235000
3207,40,Denmark,235000
3208,41,Denmark,235000
3209,42,Denmark,235000
3210,43,Denmark,235000
3211,44,Denmark,235000
3212,45,Denmark,235000
3213,46,Denmark,235000
3214,47,Denmark,235000
3215,48,Denmark,235000
3216,49,Denmark,267500
3217,50,Denmark,281500
3218,51,Denmark,281500
3219,52,Denmark,281500
3220,53,Denmark,281500
3221,54,Denmark,281500
3222,55,Denmark,281500
3223,56,Denmark,281500
3224,57,Denmark,281500
3225,58,Denmark,281500
3226,59,Denmark,281500
3227,60,Denmark,281500
3228,61,Denmark,281500
3229,62,Denmark,281500
3230,63,Denmark,281500
3231,64,Denmark,281500
3232,65,Denmark,281500
3233,66,Denmark,281500
3234,67,Denmark,281500
3235,68,Denmark,281500
3236,69,Denmark,281500
3237,70,Denmark,281500
3238,71,Denmark,281500
3239,72,Denmark,281500
3240,1,Estonia,32500
3241,2,Estonia,36500
3242,3,Estonia,46500
3243,4,Estonia,46500
3244,5,Estonia,46500
3245,6,Estonia,46500
3246,7,Estonia,83000
3247,8,Estonia,83000
3248,9,Estonia,83000
3249,10,Estonia,83000
3250,11,Estonia,83000
3251,12,Estonia,83000
3252,13,Estonia,117500
3253,14,Estonia,117500
3254,15,Estonia,117500
3255,16,Estonia,117500
3256,17,Estonia,117500
3257,18,Estonia,117500
3258,19,Estonia,117500
3259,20,Estonia,117500
3260,21,Estonia,117500
3261,22,Estonia,117500
3262,23,Estonia,117500
3263,24,Estonia,117500
3264,25,Estonia,150000
3265,26,Estonia,154000
3266,27,Estonia,164000
3267,28,Estonia,164000
3268,29,Estonia,164000
3269,30,Estonia,164000
3270,31,Estonia,200500
3271,32,Estonia,200500
3272,33,Estonia,200500
3273,34,Estonia,200500
3274,35,Estonia,200500
3275,36,Estonia,200500
3276,37,Estonia,235000
3277,38,Estonia,235000
3278,39,Estonia,235000
3279,40,Estonia,235000
3280,41,Estonia,235000
3281,42,Estonia,235000
3282,43,Estonia,235000
3283,44,Estonia,235000
3284,45,Estonia,235000
3285,46,Estonia,235000
3286,47,Estonia,235000
3287,48,Estonia,235000
3288,49,Estonia,267500
3289,50,Estonia,281500
3290,51,Estonia,281500
3291,52,Estonia,281500
3292,53,Estonia,281500
3293,54,Estonia,281500
3294,55,Estonia,281500
3295,56,Estonia,281500
3296,57,Estonia,281500
3297,58,Estonia,281500
3298,59,Estonia,281500
3299,60,Estonia,281500
3300,61,Estonia,281500
3301,62,Estonia,281500
3302,63,Estonia,281500
3303,64,Estonia,281500
3304,65,Estonia,281500
3305,66,Estonia,281500
3306,67,Estonia,281500
3307,68,Estonia,281500
3308,69,Estonia,281500
3309,70,Estonia,281500
3310,71,Estonia,281500
3311,72,Estonia,281500
3312,1,Finland,32500
3313,2,Finland,36500
3314,3,Finland,46500
3315,4,Finland,46500
3316,5,Finland,46500
3317,6,Finland,46500
3318,7,Finland,83000
3319,8,Finland,83000
3320,9,Finland,83000
3321,10,Finland,83000
3322,11,Finland,83000
3323,12,Finland,83000
3324,13,Finland,117500
3325,14,Finland,117500
3326,15,Finland,117500
3327,16,Finland,117500
3328,17,Finland,117500
3329,18,Finland,117500
3330,19,Finland,117500
3331,20,Finland,117500
3332,21,Finland,117500
3333,22,Finland,117500
3334,23,Finland,117500
3335,24,Finland,117500
3336,25,Finland,150000
3337,26,Finland,154000
3338,27,Finland,164000
3339,28,Finland,164000
3340,29,Finland,164000
3341,30,Finland,164000
3342,31,Finland,200500
3343,32,Finland,200500
3344,33,Finland,200500
3345,34,Finland,200500
3346,35,Finland,200500
3347,36,Finland,200500
3348,37,Finland,235000
3349,38,Finland,235000
3350,39,Finland,235000
3351,40,Finland,235000
3352,41,Finland,235000
3353,42,Finland,235000
3354,43,Finland,235000
3355,44,Finland,235000
3356,45,Finland,235000
3357,46,Finland,235000
3358,47,Finland,235000
3359,48,Finland,235000
3360,49,Finland,267500
3361,50,Finland,281500
3362,51,Finland,281500
3363,52,Finland,281500
3364,53,Finland,281500
3365,54,Finland,281500
3366,55,Finland,281500
3367,56,Finland,281500
3368,57,Finland,281500
3369,58,Finland,281500
3370,59,Finland,281500
3371,60,Finland,281500
3372,61,Finland,281500
3373,62,Finland,281500
3374,63,Finland,281500
3375,64,Finland,281500
3376,65,Finland,281500
3377,66,Finland,281500
3378,67,Finland,281500
3379,68,Finland,281500
3380,69,Finland,281500
3381,70,Finland,281500
3382,71,Finland,281500
3383,72,Finland,281500
3384,1,Georgia,32500
3385,2,Georgia,36500
3386,3,Georgia,46500
3387,4,Georgia,46500
3388,5,Georgia,46500
3389,6,Georgia,46500
3390,7,Georgia,83000
3391,8,Georgia,83000
3392,9,Georgia,83000
3393,10,Georgia,83000
3394,11,Georgia,83000
3395,12,Georgia,83000
3396,13,Georgia,117500
3397,14,Georgia,117500
3398,15,Georgia,117500
3399,16,Georgia,117500
3400,17,Georgia,117500
3401,18,Georgia,117500
3402,19,Georgia,117500
3403,20,Georgia,117500
3404,21,Georgia,117500
3405,22,Georgia,117500
3406,23,Georgia,117500
3407,24,Georgia,117500
3408,25,Georgia,150000
3409,26,Georgia,154000
3410,27,Georgia,164000
3411,28,Georgia,164000
3412,29,Georgia,164000
3413,30,Georgia,164000
3414,31,Georgia,200500
3415,32,Georgia,200500
3416,33,Georgia,200500
3417,34,Georgia,200500
3418,35,Georgia,200500
3419,36,Georgia,200500
3420,37,Georgia,235000
3421,38,Georgia,235000
3422,39,Georgia,235000
3423,40,Georgia,235000
3424,41,Georgia,235000
3425,42,Georgia,235000
3426,43,Georgia,235000
3427,44,Georgia,235000
3428,45,Georgia,235000
3429,46,Georgia,235000
3430,47,Georgia,235000
3431,48,Georgia,235000
3432,49,Georgia,267500
3433,50,Georgia,281500
3434,51,Georgia,281500
3435,52,Georgia,281500
3436,53,Georgia,281500
3437,54,Georgia,281500
3438,55,Georgia,281500
3439,56,Georgia,281500
3440,57,Georgia,281500
3441,58,Georgia,281500
3442,59,Georgia,281500
3443,60,Georgia,281500
3444,61,Georgia,281500
3445,62,Georgia,281500
3446,63,Georgia,281500
3447,64,Georgia,281500
3448,65,Georgia,281500
3449,66,Georgia,281500
3450,67,Georgia,281500
3451,68,Georgia,281500
3452,69,Georgia,281500
3453,70,Georgia,281500
3454,71,Georgia,281500
3455,72,Georgia,281500
3456,1,Greece,32500
3457,2,Greece,36500
3458,3,Greece,46500
3459,4,Greece,46500
3460,5,Greece,46500
3461,6,Greece,46500
3462,7,Greece,83000
3463,8,Greece,83000
3464,9,Greece,83000
3465,10,Greece,83000
3466,11,Greece,83000
3467,12,Greece,83000
3468,13,Greece,117500
3469,14,Greece,117500
3470,15,Greece,117500
3471,16,Greece,117500
3472,17,Greece,117500
3473,18,Greece,117500
3474,19,Greece,117500
3475,20,Greece,117500
3476,21,Greece,117500
3477,22,Greece,117500
3478,23,Greece,117500
3479,24,Greece,117500
3480,25,Greece,150000
3481,26,Greece,154000
3482,27,Greece,164000
3483,28,Greece,164000
3484,29,Greece,164000
3485,30,Greece,164000
3486,31,Greece,200500
3487,32,Greece,200500
3488,33,Greece,200500
3489,34,Greece,200500
3490,35,Greece,200500
3491,36,Greece,200500
3492,37,Greece,235000
3493,38,Greece,235000
3494,39,Greece,235000
3495,40,Greece,235000
3496,41,Greece,235000
3497,42,Greece,235000
3498,43,Greece,235000
3499,44,Greece,235000
3500,45,Greece,235000
3501,46,Greece,235000
3502,47,Greece,235000
3503,48,Greece,235000
3504,49,Greece,267500
3505,50,Greece,281500
3506,51,Greece,281500
3507,52,Greece,281500
3508,53,Greece,281500
3509,54,Greece,281500
3510,55,Greece,281500
3511,56,Greece,281500
3512,57,Greece,281500
3513,58,Greece,281500
3514,59,Greece,281500
3515,60,Greece,281500
3516,61,Greece,281500
3517,62,Greece,281500
3518,63,Greece,281500
3519,64,Greece,281500
3520,65,Greece,281500
3521,66,Greece,281500
3522,67,Greece,281500
3523,68,Greece,281500
3524,69,Greece,281500
3525,70,Greece,281500
3526,71,Greece,281500
3527,72,Greece,281500
3528,1,Hungary,32500
3529,2,Hungary,36500
3530,3,Hungary,46500
3531,4,Hungary,46500
3532,5,Hungary,46500
3533,6,Hungary,46500
3534,7,Hungary,83000
3535,8,Hungary,83000
3536,9,Hungary,83000
3537,10,Hungary,83000
3538,11,Hungary,83000
3539,12,Hungary,83000
3540,13,Hungary,117500
3541,14,Hungary,117500
3542,15,Hungary,117500
3543,16,Hungary,117500
3544,17,Hungary,117500
3545,18,Hungary,117500
3546,19,Hungary,117500
3547,20,Hungary,117500
3548,21,Hungary,117500
3549,22,Hungary,117500
3550,23,Hungary,117500
3551,24,Hungary,117500
3552,25,Hungary,150000
3553,26,Hungary,154000
3554,27,Hungary,164000
3555,28,Hungary,164000
3556,29,Hungary,164000
3557,30,Hungary,164000
3558,31,Hungary,200500
3559,32,Hungary,200500
3560,33,Hungary,200500
3561,34,Hungary,200500
3562,35,Hungary,200500
3563,36,Hungary,200500
3564,37,Hungary,235000
3565,38,Hungary,235000
3566,39,Hungary,235000
3567,40,Hungary,235000
3568,41,Hungary,235000
3569,42,Hungary,235000
3570,43,Hungary,235000
3571,44,Hungary,235000
3572,45,Hungary,235000
3573,46,Hungary,235000
3574,47,Hungary,235000
3575,48,Hungary,235000
3576,49,Hungary,267500
3577,50,Hungary,281500
3578,51,Hungary,281500
3579,52,Hungary,281500
3580,53,Hungary,281500
3581,54,Hungary,281500
3582,55,Hungary,281500
3583,56,Hungary,281500
3584,57,Hungary,281500
3585,58,Hungary,281500
3586,59,Hungary,281500
3587,60,Hungary,281500
3588,61,Hungary,281500
3589,62,Hungary,281500
3590,63,Hungary,281500
3591,64,Hungary,281500
3592,65,Hungary,281500
3593,66,Hungary,281500
3594,67,Hungary,281500
3595,68,Hungary,281500
3596,69,Hungary,281500
3597,70,Hungary,281500
3598,71,Hungary,281500
3599,72,Hungary,281500
3600,1,Iran,32500
3601,2,Iran,36500
3602,3,Iran,46500
3603,4,Iran,46500
3604,5,Iran,46500
3605,6,Iran,46500
3606,7,Iran,83000
3607,8,Iran,83000
3608,9,Iran,83000
3609,10,Iran,83000
3610,11,Iran,83000
3611,12,Iran,83000
3612,13,Iran,117500
3613,14,Iran,117500
3614,15,Iran,117500
3615,16,Iran,117500
3616,17,Iran,117500
3617,18,Iran,117500
3618,19,Iran,117500
3619,20,Iran,117500
3620,21,Iran,117500
3621,22,Iran,117500
3622,23,Iran,117500
3623,24,Iran,117500
3624,25,Iran,150000
3625,26,Iran,154000
3626,27,Iran,164000
3627,28,Iran,164000
3628,29,Iran,164000
3629,30,Iran,164000
3630,31,Iran,200500
3631,32,Iran,200500
3632,33,Iran,200500
3633,34,Iran,200500
3634,35,Iran,200500
3635,36,Iran,200500
3636,37,Iran,235000
3637,38,Iran,235000
3638,39,Iran,235000
3639,40,Iran,235000
3640,41,Iran,235000
3641,42,Iran,235000
3642,43,Iran,235000
3643,44,Iran,235000
3644,45,Iran,235000
3645,46,Iran,235000
3646,47,Iran,235000
3647,48,Iran,235000
3648,49,Iran,267500
3649,50,Iran,281500
3650,51,Iran,281500
3651,52,Iran,281500
3652,53,Iran,281500
3653,54,Iran,281500
3654,55,Iran,281500
3655,56,Iran,281500
3656,57,Iran,281500
3657,58,Iran,281500
3658,59,Iran,281500
3659,60,Iran,281500
3660,61,Iran,281500
3661,62,Iran,281500
3662,63,Iran,281500
3663,64,Iran,281500
3664,65,Iran,281500
3665,66,Iran,281500
3666,67,Iran,281500
3667,68,Iran,281500
3668,69,Iran,281500
3669,70,Iran,281500
3670,71,Iran,281500
3671,72,Iran,281500
3672,1,Ireland,32500
3673,2,Ireland,36500
3674,3,Ireland,46500
3675,4,Ireland,46500
3676,5,Ireland,46500
3677,6,Ireland,46500
3678,7,Ireland,83000
3679,8,Ireland,83000
3680,9,Ireland,83000
3681,10,Ireland,83000
3682,11,Ireland,83000
3683,12,Ireland,83000
3684,13,Ireland,117500
3685,14,Ireland,117500
3686,15,Ireland,117500
3687,16,Ireland,117500
3688,17,Ireland,117500
3689,18,Ireland,117500
3690,19,Ireland,117500
3691,20,Ireland,117500
3692,21,Ireland,117500
3693,22,Ireland,117500
3694,23,Ireland,117500
3695,24,Ireland,117500
3696,25,Ireland,150000
3697,26,Ireland,154000
3698,27,Ireland,164000
3699,28,Ireland,164000
3700,29,Ireland,164000
3701,30,Ireland,164000
3702,31,Ireland,200500
3703,32,Ireland,200500
3704,33,Ireland,200500
3705,34,Ireland,200500
3706,35,Ireland,200500
3707,36,Ireland,200500
3708,37,Ireland,235000
3709,38,Ireland,235000
3710,39,Ireland,235000
3711,40,Ireland,235000
3712,41,Ireland,235000
3713,42,Ireland,235000
3714,43,Ireland,235000
3715,44,Ireland,235000
3716,45,Ireland,235000
3717,46,Ireland,235000
3718,47,Ireland,235000
3719,48,Ireland,235000
3720,49,Ireland,267500
3721,50,Ireland,281500
3722,51,Ireland,281500
3723,52,Ireland,281500
3724,53,Ireland,281500
3725,54,Ireland,281500
3726,55,Ireland,281500
3727,56,Ireland,281500
3728,57,Ireland,281500
3729,58,Ireland,281500
3730,59,Ireland,281500
3731,60,Ireland,281500
3732,61,Ireland,281500
3733,62,Ireland,281500
3734,63,Ireland,281500
3735,64,Ireland,281500
3736,65,Ireland,281500
3737,66,Ireland,281500
3738,67,Ireland,281500
3739,68,Ireland,281500
3740,69,Ireland,281500
3741,70,Ireland,281500
3742,71,Ireland,281500
3743,72,Ireland,281500
3744,1,Israel,32500
3745,2,Israel,36500
3746,3,Israel,46500
3747,4,Israel,46500
3748,5,Israel,46500
3749,6,Israel,46500
3750,7,Israel,83000
3751,8,Israel,83000
3752,9,Israel,83000
3753,10,Israel,83000
3754,11,Israel,83000
3755,12,Israel,83000
3756,13,Israel,117500
3757,14,Israel,117500
3758,15,Israel,117500
3759,16,Israel,117500
3760,17,Israel,117500
3761,18,Israel,117500
3762,19,Israel,117500
3763,20,Israel,117500
3764,21,Israel,117500
3765,22,Israel,117500
3766,23,Israel,117500
3767,24,Israel,117500
3768,25,Israel,150000
3769,26,Israel,154000
3770,27,Israel,164000
3771,28,Israel,164000
3772,29,Israel,164000
3773,30,Israel,164000
3774,31,Israel,200500
3775,32,Israel,200500
3776,33,Israel,200500
3777,34,Israel,200500
3778,35,Israel,200500
3779,36,Israel,200500
3780,37,Israel,235000
3781,38,Israel,235000
3782,39,Israel,235000
3783,40,Israel,235000
3784,41,Israel,235000
3785,42,Israel,235000
3786,43,Israel,235000
3787,44,Israel,235000
3788,45,Israel,235000
3789,46,Israel,235000
3790,47,Israel,235000
3791,48,Israel,235000
3792,49,Israel,267500
3793,50,Israel,281500
3794,51,Israel,281500
3795,52,Israel,281500
3796,53,Israel,281500
3797,54,Israel,281500
3798,55,Israel,281500
3799,56,Israel,281500
3800,57,Israel,281500
3801,58,Israel,281500
3802,59,Israel,281500
3803,60,Israel,281500
3804,61,Israel,281500
3805,62,Israel,281500
3806,63,Israel,281500
3807,64,Israel,281500
3808,65,Israel,281500
3809,66,Israel,281500
3810,67,Israel,281500
3811,68,Israel,281500
3812,69,Israel,281500
3813,70,Israel,281500
3814,71,Israel,281500
3815,72,Israel,281500
3816,1,Jordan,32500
3817,2,Jordan,36500
3818,3,Jordan,46500
3819,4,Jordan,46500
3820,5,Jordan,46500
3821,6,Jordan,46500
3822,7,Jordan,83000
3823,8,Jordan,83000
3824,9,Jordan,83000
3825,10,Jordan,83000
3826,11,Jordan,83000
3827,12,Jordan,83000
3828,13,Jordan,117500
3829,14,Jordan,117500
3830,15,Jordan,117500
3831,16,Jordan,117500
3832,17,Jordan,117500
3833,18,Jordan,117500
3834,19,Jordan,117500
3835,20,Jordan,117500
3836,21,Jordan,117500
3837,22,Jordan,117500
3838,23,Jordan,117500
3839,24,Jordan,117500
3840,25,Jordan,150000
3841,26,Jordan,154000
3842,27,Jordan,164000
3843,28,Jordan,164000
3844,29,Jordan,164000
3845,30,Jordan,164000
3846,31,Jordan,200500
3847,32,Jordan,200500
3848,33,Jordan,200500
3849,34,Jordan,200500
3850,35,Jordan,200500
3851,36,Jordan,200500
3852,37,Jordan,235000
3853,38,Jordan,235000
3854,39,Jordan,235000
3855,40,Jordan,235000
3856,41,Jordan,235000
3857,42,Jordan,235000
3858,43,Jordan,235000
3859,44,Jordan,235000
3860,45,Jordan,235000
3861,46,Jordan,235000
3862,47,Jordan,235000
3863,48,Jordan,235000
3864,49,Jordan,267500
3865,50,Jordan,281500
3866,51,Jordan,281500
3867,52,Jordan,281500
3868,53,Jordan,281500
3869,54,Jordan,281500
3870,55,Jordan,281500
3871,56,Jordan,281500
3872,57,Jordan,281500
3873,58,Jordan,281500
3874,59,Jordan,281500
3875,60,Jordan,281500
3876,61,Jordan,281500
3877,62,Jordan,281500
3878,63,Jordan,281500
3879,64,Jordan,281500
3880,65,Jordan,281500
3881,66,Jordan,281500
3882,67,Jordan,281500
3883,68,Jordan,281500
3884,69,Jordan,281500
3885,70,Jordan,281500
3886,71,Jordan,281500
3887,72,Jordan,281500
3888,1,Kazakhstan,32500
3889,2,Kazakhstan,36500
3890,3,Kazakhstan,46500
3891,4,Kazakhstan,46500
3892,5,Kazakhstan,46500
3893,6,Kazakhstan,46500
3894,7,Kazakhstan,83000
3895,8,Kazakhstan,83000
3896,9,Kazakhstan,83000
3897,10,Kazakhstan,83000
3898,11,Kazakhstan,83000
3899,12,Kazakhstan,83000
3900,13,Kazakhstan,117500
3901,14,Kazakhstan,117500
3902,15,Kazakhstan,117500
3903,16,Kazakhstan,117500
3904,17,Kazakhstan,117500
3905,18,Kazakhstan,117500
3906,19,Kazakhstan,117500
3907,20,Kazakhstan,117500
3908,21,Kazakhstan,117500
3909,22,Kazakhstan,117500
3910,23,Kazakhstan,117500
3911,24,Kazakhstan,117500
3912,25,Kazakhstan,150000
3913,26,Kazakhstan,154000
3914,27,Kazakhstan,164000
3915,28,Kazakhstan,164000
3916,29,Kazakhstan,164000
3917,30,Kazakhstan,164000
3918,31,Kazakhstan,200500
3919,32,Kazakhstan,200500
3920,33,Kazakhstan,200500
3921,34,Kazakhstan,200500
3922,35,Kazakhstan,200500
3923,36,Kazakhstan,200500
3924,37,Kazakhstan,235000
3925,38,Kazakhstan,235000
3926,39,Kazakhstan,235000
3927,40,Kazakhstan,235000
3928,41,Kazakhstan,235000
3929,42,Kazakhstan,235000
3930,43,Kazakhstan,235000
3931,44,Kazakhstan,235000
3932,45,Kazakhstan,235000
3933,46,Kazakhstan,235000
3934,47,Kazakhstan,235000
3935,48,Kazakhstan,235000
3936,49,Kazakhstan,267500
3937,50,Kazakhstan,281500
3938,51,Kazakhstan,281500
3939,52,Kazakhstan,281500
3940,53,Kazakhstan,281500
3941,54,Kazakhstan,281500
3942,55,Kazakhstan,281500
3943,56,Kazakhstan,281500
3944,57,Kazakhstan,281500
3945,58,Kazakhstan,281500
3946,59,Kazakhstan,281500
3947,60,Kazakhstan,281500
3948,61,Kazakhstan,281500
3949,62,Kazakhstan,281500
3950,63,Kazakhstan,281500
3951,64,Kazakhstan,281500
3952,65,Kazakhstan,281500
3953,66,Kazakhstan,281500
3954,67,Kazakhstan,281500
3955,68,Kazakhstan,281500
3956,69,Kazakhstan,281500
3957,70,Kazakhstan,281500
3958,71,Kazakhstan,281500
3959,72,Kazakhstan,281500
3960,1,Latvia,32500
3961,2,Latvia,36500
3962,3,Latvia,46500
3963,4,Latvia,46500
3964,5,Latvia,46500
3965,6,Latvia,46500
3966,7,Latvia,83000
3967,8,Latvia,83000
3968,9,Latvia,83000
3969,10,Latvia,83000
3970,11,Latvia,83000
3971,12,Latvia,83000
3972,13,Latvia,117500
3973,14,Latvia,117500
3974,15,Latvia,117500
3975,16,Latvia,117500
3976,17,Latvia,117500
3977,18,Latvia,117500
3978,19,Latvia,117500
3979,20,Latvia,117500
3980,21,Latvia,117500
3981,22,Latvia,117500
3982,23,Latvia,117500
3983,24,Latvia,117500
3984,25,Latvia,150000
3985,26,Latvia,154000
3986,27,Latvia,164000
3987,28,Latvia,164000
3988,29,Latvia,164000
3989,30,Latvia,164000
3990,31,Latvia,200500
3991,32,Latvia,200500
3992,33,Latvia,200500
3993,34,Latvia,200500
3994,35,Latvia,200500
3995,36,Latvia,200500
3996,37,Latvia,235000
3997,38,Latvia,235000
3998,39,Latvia,235000
3999,40,Latvia,235000
4000,41,Latvia,235000
4001,42,Latvia,235000
4002,43,Latvia,235000
4003,44,Latvia,235000
4004,45,Latvia,235000
4005,46,Latvia,235000
4006,47,Latvia,235000
4007,48,Latvia,235000
4008,49,Latvia,267500
4009,50,Latvia,281500
4010,51,Latvia,281500
4011,52,Latvia,281500
4012,53,Latvia,281500
4013,54,Latvia,281500
4014,55,Latvia,281500
4015,56,Latvia,281500
4016,57,Latvia,281500
4017,58,Latvia,281500
4018,59,Latvia,281500
4019,60,Latvia,281500
4020,61,Latvia,281500
4021,62,Latvia,281500
4022,63,Latvia,281500
4023,64,Latvia,281500
4024,65,Latvia,281500
4025,66,Latvia,281500
4026,67,Latvia,281500
4027,68,Latvia,281500
4028,69,Latvia,281500
4029,70,Latvia,281500
4030,71,Latvia,281500
4031,72,Latvia,281500
4032,1,Luxembourg,32500
4033,2,Luxembourg,36500
4034,3,Luxembourg,46500
4035,4,Luxembourg,46500
4036,5,Luxembourg,46500
4037,6,Luxembourg,46500
4038,7,Luxembourg,83000
4039,8,Luxembourg,83000
4040,9,Luxembourg,83000
4041,10,Luxembourg,83000
4042,11,Luxembourg,83000
4043,12,Luxembourg,83000
4044,13,Luxembourg,117500
4045,14,Luxembourg,117500
4046,15,Luxembourg,117500
4047,16,Luxembourg,117500
4048,17,Luxembourg,117500
4049,18,Luxembourg,117500
4050,19,Luxembourg,117500
4051,20,Luxembourg,117500
4052,21,Luxembourg,117500
4053,22,Luxembourg,117500
4054,23,Luxembourg,117500
4055,24,Luxembourg,117500
4056,25,Luxembourg,150000
4057,26,Luxembourg,154000
4058,27,Luxembourg,164000
4059,28,Luxembourg,164000
4060,29,Luxembourg,164000
4061,30,Luxembourg,164000
4062,31,Luxembourg,200500
4063,32,Luxembourg,200500
4064,33,Luxembourg,200500
4065,34,Luxembourg,200500
4066,35,Luxembourg,200500
4067,36,Luxembourg,200500
4068,37,Luxembourg,235000
4069,38,Luxembourg,235000
4070,39,Luxembourg,235000
4071,40,Luxembourg,235000
4072,41,Luxembourg,235000
4073,42,Luxembourg,235000
4074,43,Luxembourg,235000
4075,44,Luxembourg,235000
4076,45,Luxembourg,235000
4077,46,Luxembourg,235000
4078,47,Luxembourg,235000
4079,48,Luxembourg,235000
4080,49,Luxembourg,267500
4081,50,Luxembourg,281500
4082,51,Luxembourg,281500
4083,52,Luxembourg,281500
4084,53,Luxembourg,281500
4085,54,Luxembourg,281500
4086,55,Luxembourg,281500
4087,56,Luxembourg,281500
4088,57,Luxembourg,281500
4089,58,Luxembourg,281500
4090,59,Luxembourg,281500
4091,60,Luxembourg,281500
4092,61,Luxembourg,281500
4093,62,Luxembourg,281500
4094,63,Luxembourg,281500
4095,64,Luxembourg,281500
4096,65,Luxembourg,281500
4097,66,Luxembourg,281500
4098,67,Luxembourg,281500
4099,68,Luxembourg,281500
4100,69,Luxembourg,281500
4101,70,Luxembourg,281500
4102,71,Luxembourg,281500
4103,72,Luxembourg,281500
4104,1,Macedonia,32500
4105,2,Macedonia,36500
4106,3,Macedonia,46500
4107,4,Macedonia,46500
4108,5,Macedonia,46500
4109,6,Macedonia,46500
4110,7,Macedonia,83000
4111,8,Macedonia,83000
4112,9,Macedonia,83000
4113,10,Macedonia,83000
4114,11,Macedonia,83000
4115,12,Macedonia,83000
4116,13,Macedonia,117500
4117,14,Macedonia,117500
4118,15,Macedonia,117500
4119,16,Macedonia,117500
4120,17,Macedonia,117500
4121,18,Macedonia,117500
4122,19,Macedonia,117500
4123,20,Macedonia,117500
4124,21,Macedonia,117500
4125,22,Macedonia,117500
4126,23,Macedonia,117500
4127,24,Macedonia,117500
4128,25,Macedonia,150000
4129,26,Macedonia,154000
4130,27,Macedonia,164000
4131,28,Macedonia,164000
4132,29,Macedonia,164000
4133,30,Macedonia,164000
4134,31,Macedonia,200500
4135,32,Macedonia,200500
4136,33,Macedonia,200500
4137,34,Macedonia,200500
4138,35,Macedonia,200500
4139,36,Macedonia,200500
4140,37,Macedonia,235000
4141,38,Macedonia,235000
4142,39,Macedonia,235000
4143,40,Macedonia,235000
4144,41,Macedonia,235000
4145,42,Macedonia,235000
4146,43,Macedonia,235000
4147,44,Macedonia,235000
4148,45,Macedonia,235000
4149,46,Macedonia,235000
4150,47,Macedonia,235000
4151,48,Macedonia,235000
4152,49,Macedonia,267500
4153,50,Macedonia,281500
4154,51,Macedonia,281500
4155,52,Macedonia,281500
4156,53,Macedonia,281500
4157,54,Macedonia,281500
4158,55,Macedonia,281500
4159,56,Macedonia,281500
4160,57,Macedonia,281500
4161,58,Macedonia,281500
4162,59,Macedonia,281500
4163,60,Macedonia,281500
4164,61,Macedonia,281500
4165,62,Macedonia,281500
4166,63,Macedonia,281500
4167,64,Macedonia,281500
4168,65,Macedonia,281500
4169,66,Macedonia,281500
4170,67,Macedonia,281500
4171,68,Macedonia,281500
4172,69,Macedonia,281500
4173,70,Macedonia,281500
4174,71,Macedonia,281500
4175,72,Macedonia,281500
4176,1,Netherlands,32500
4177,2,Netherlands,36500
4178,3,Netherlands,46500
4179,4,Netherlands,46500
4180,5,Netherlands,46500
4181,6,Netherlands,46500
4182,7,Netherlands,83000
4183,8,Netherlands,83000
4184,9,Netherlands,83000
4185,10,Netherlands,83000
4186,11,Netherlands,83000
4187,12,Netherlands,83000
4188,13,Netherlands,117500
4189,14,Netherlands,117500
4190,15,Netherlands,117500
4191,16,Netherlands,117500
4192,17,Netherlands,117500
4193,18,Netherlands,117500
4194,19,Netherlands,117500
4195,20,Netherlands,117500
4196,21,Netherlands,117500
4197,22,Netherlands,117500
4198,23,Netherlands,117500
4199,24,Netherlands,117500
4200,25,Netherlands,150000
4201,26,Netherlands,154000
4202,27,Netherlands,164000
4203,28,Netherlands,164000
4204,29,Netherlands,164000
4205,30,Netherlands,164000
4206,31,Netherlands,200500
4207,32,Netherlands,200500
4208,33,Netherlands,200500
4209,34,Netherlands,200500
4210,35,Netherlands,200500
4211,36,Netherlands,200500
4212,37,Netherlands,235000
4213,38,Netherlands,235000
4214,39,Netherlands,235000
4215,40,Netherlands,235000
4216,41,Netherlands,235000
4217,42,Netherlands,235000
4218,43,Netherlands,235000
4219,44,Netherlands,235000
4220,45,Netherlands,235000
4221,46,Netherlands,235000
4222,47,Netherlands,235000
4223,48,Netherlands,235000
4224,49,Netherlands,267500
4225,50,Netherlands,281500
4226,51,Netherlands,281500
4227,52,Netherlands,281500
4228,53,Netherlands,281500
4229,54,Netherlands,281500
4230,55,Netherlands,281500
4231,56,Netherlands,281500
4232,57,Netherlands,281500
4233,58,Netherlands,281500
4234,59,Netherlands,281500
4235,60,Netherlands,281500
4236,61,Netherlands,281500
4237,62,Netherlands,281500
4238,63,Netherlands,281500
4239,64,Netherlands,281500
4240,65,Netherlands,281500
4241,66,Netherlands,281500
4242,67,Netherlands,281500
4243,68,Netherlands,281500
4244,69,Netherlands,281500
4245,70,Netherlands,281500
4246,71,Netherlands,281500
4247,72,Netherlands,281500
4248,1,Norway,32500
4249,2,Norway,36500
